disID,titre
56,Face aux droits de l'homme que doit faire La RDCongo pour les principes de souveraineté
57,à méditer
58,Que doit-on faire pour le respect général de la Déclaration des droits de l'homme et de la citoyen?
59,Bonjour a toutes et a tous!
60,Le Pacte II de l'ONU et le controle prévenif
61,Schabas
62,Les Elections présidentielles au Gabon se sont déroulés sous les contestations du candidat de l'Opposition.
63,"Droits naturels, de l'homme, positifs..."
64,Presentación personal.
65,Une première réflexion
66,Las Multinacionales violan los derechos humanos.
67,la légitime défense
68,FONDEMENTS PHYLOSOPHIQUES.
69,etudiant
70,Clarté sur les droits de l'homme
71,Olá!
72,Bakyono Charles LOvis
73,DERECHOS HUMANOS
74,Quand les droits de l'homme ne sont que de la fiction
75,La differenciation
76,Y a-t-il quelqu'un dans l'avion ?
77,l'état civil
78,l’interprétation des conventions relatives aux droits de l'homme
79,QUESTION SUR LA TYPOLOGIE DES DROITS
80,L'acte terrorisme n'est-il pas une négation de la dignité et liberté humaine?
81,Salutation
82,Pas de droit à la démocratie?
83,la problématique de la non retroactivité de la Cour Pénale Internationale
84,La protección diplomática ¿precursor?
85,En rapport avec les sources de  droits de l'homme
86,Derechos Humanos absolutos
87,Présentation
88,Application anti-immigration
89,Bonjour à toutes et à tous
90,"DE LA PROTECTION NATIONALE, DE LA PROTECTION INTERNATIONALE"
91,Proposistion de sujet de discussion concret
92,Question
93,Explication
94,les sources de droits humains
95,Typologie des droits de l'homme
96,INTERNATIONALISATION DE DROITS DE L'HOMME.
97,declartion universelle des droits de l'homme
98,Salutations
99,DERECHOS HUMANITARIO  Y PENAL INTERNACIONAL
100,Sur le droit de l'homme
101,L'ONU et le respect des droits de l'Homme
102,Lien cassé
103,¡Hola!
104,Moderators
105,Les droits de l'homme!
106,comment payez la somme du certificat?
107,Présentation
108,bonjour
109,une reflexion urgente
110,Salutation
111,Droit de l'Homme ou droit des Hommes
112,Terminologie
113,Sur les 3 générations.
114,just bonjour
115,Certificat
116,presentation
117,la garantie des droits de l'homme sur le plan international
118,Le role des juridictions internationales
119,Kaba Ibrahima Sekou
120,la declaration facultatif
121,HOLA A TODOS
122,Bonjour !
123,EBENGO HONORE ALFANI
124,Bonne nuit!
125,Bonjour
126,Présentation
127,Protection diplomatique
128,Présentation
129,Remerciements
130,"L'acte d'Indépendance d'Haïti: 1804, n'est-il pas un précurseur des Droits de l'Homme aussi?"
131,Des droits ravis a l'homme.
132,Presentation
133,"notion de ""personne humaine"""
134,Interrogations terminologiques
135,Situation des camps de réfugiés en France
136,"Bonjour, Hola"
137,En rapport avec les obligations de droit humain
138,Son necesarias las generaciones de los derechos humanos?
139,Remerciement
140,Salut
141,Questions
142,"Le droit soumis a de reserve d,ordre public"
143,SALUTATION
144,les obligation decoulant des droits de l'homme
145,Participation au forum
146,Salutation
147,INTRODUCTION AUX DROITS DE L'HOMME
148,De l'egalite formelle a l'egalite materielle
149,"Bonjour, enchantée de faire votre connaissance!"
150,Sans titre
151,Salut!
152,Présentations
153,droits d'adhésion de pays ne respectant pas les droits de l'Homme
154,Bonjour
155,dialogue entre les cours internationales des DdH?
156,Droit international des droits de l'homme
157,L'obligation de respecter les droits de l'homme
158,à propos de l'évaluation ou Quiz
159,salutation
160,Islam
161,Droits de l'homme ou droits de l'Homme
162,Déclarer simplement l'universalité et l'indivisibilité des droits de l'Homme n'est-elle pas une prime à leur violation?
163,Equivoque totale
164,Salut!
165,Droits de l'homme en Colombie
166,LADEROGATION
167,Éducation à la citoyenneté et aux droits de l'homme
168,Accès aux médias publics en RDC
169,presentation
170,merci à tous
171,LA MISE EN OEUVE DES DROITS DE L'HOMME
172,les droits de l'homme
173,"Esclavage, colonisation et droit international"
174,Présentation
175,Les droit s de l'homme
176,sources des droits de l'homme
177,REMERCIEMENT
178,Salutations cordiales
179,Eberline Nicolas
180,DERECHOS HUMANOS
181,recevez mes salutations les plus chaleureuses.
182,Merci
183,Salut.
184,Par rapport au terrorisme
185,"Le droit à la liberté, un droit fondamental mais controversé"
186,droit de la troisième génération
187,"bonjour,"
188,CETA
189,Dimension holistique spécifique?
190,Presentation
191,petite presentation
192,Sociétés post-nietzschéennes et dignité humaine
193,FONDEMENTS PHILOSOPHIQUES DE DROITS DE L'HOMME ET LES DROITS MORAUX
194,Le droit soumis a de réserve d'ordre public.
195,Théorie et réalité
196,La liberté de choix de son orientation sexuelle serait-elle un droit de l'homme?
197,Lectures: Affaire Gafgen / article 3 CEDH
198,Application égalitaire des normes du DIH et du DIDH
199,QUESTION
200,Los derechos humanos respuesta a las injusticias.
201,Juste une salutation
202,Sources des droits de l'homme
203,salution
204,Droits de l'homme en Afrique
205,Droit de l'homosexualité.
206,Le retard dans l'acceptation des droits de l'homme
207,L'existence des droits de l'homme à un certain niveau dans la société nationale
208,Le plaisir d'apprendre
209,Introduction
210,La violation des droits de l'homme en circonstance exceptionnelle
211,salutation
212,Mesure dans le cadre de l’état d'urgence (prolongé) en France
213,les limites des droits de l'homme
214,droits de l'homme au Venezuela
215,Bonsoir
216,Salutation
217,SOURCES DES DROITS DE L'HOMME
218,Sur les droits de l'homme et la notion de civilisation
219,Acte illégal mais légitime
220,Quels projets Jean Pierre Restellini
221,les obligations decoulant des droits de l'homme
222,"Bonjour, je m'appelle Martin..."
223,Bonne nuit
224,DE L'OBLIGATION DE MISE EN OEUVRE
225,pouvoir discrétionnaire et protection diplomatique
226,Les nouvelles menaces pour les droits humains
227,Déclarations et Pacte
228,Salut!
229,Internationalisation des droits de l'Homme
230,Droits subjectifs
231,reprise du Quiz quand on manque une Question
232,Déclaration
233,DIH
234,L Etat et  le droit penal international
235,Le controle contentieux et le controle non contentieux
236,la raison d'Etat
237,Achat des certificats
238,En rapport avec la typologie de droits humains
239,LA DEROGATION
240,Bonjour à tous
241,introduction aux droits humains
242,Salut
243,Isabelle Martin
244,Certificat
245,L' obtention du certificat!
246,au sujet des entrevues
247,Obtention de certificat en introduction aux droits humains
248,Une information
249,Acquisition d'attestation
250,Certificat de Réussite ou de Cours
251,Hola a todos
252,bonsoir je m'appelle yankiné antoine je suis burkinabè
253,Certificat !
254,Comment s'exprimer sur le cours ?
255,Bonjour
256,Cours DIH
257,Meet and Greet
258,salutation
259,"salutations, presentations"
260,MASSACRE DES 51 PERSONNES CONGOLAISES A BENI
261,Le Quizz ne fonctionne pas
262,Problème de vérification d'identité
263,Caractéristiques d'une violation des droits de l'homme
264,Bonjour
265,Bonjour... Hola !
266,quelle est la fonction exacte du comité de lONU
267,États monistes et dualistes
268,Il y avait une erreur de charger le document PDF
269,salutation
270,Le comité international des Droits de l'Homme peut il mener des enquêtes crédibles sur les manifestations en RDC?
271,safia amoumoune
272,Le colonialisme et les droits des Hommes
273,"Bonjour,"
274,"Abolition de l'esclavage pour des raisons ""aussi"" économiques"
275,Ma présentation
276,Les effets juridiques de la Déclaration universelle de 1948.
277,Liens ICJ désactualisés
278,Salut!
279,droits de l'hommes  au Gabon
280,PRESENTATION
281,Problème de Lecture préalable ?
282,lectures préalables - lien hors service
283,Question
284,Error pour telecharger
285,PRESANTATION
286,devoir incomplete ?
287,Difficulté de comprehension
288,ÉTAT OBLIGATION CONCERNANT LES DROITS DE L'HOMME.
289,L'obligation de respecter les droits de l'homme
