msgID,autID,disID,theID,ts,texte
15,9,14,4,2016-07-30 17:02:41,"Bonjour Georgina, je suis d'avis avec toi que des que les Etats ratifient les traités au niveau international, ils ne sont pas directement insérés dans la constitution, il faut d'abord la réceptionner dans l'ordre juridique interne et cela suit une approbation du parlement par adoption avant que cela ne fasse partie de la constitution 
 Encore en cas de révision d'une constitution ou d'adoption d'une nouvelle constitution que le constituant peut l’insérer dans la constitution jusqu'à ce que le referendum donne avis favorable pour que cela soit dans la constitution 
 \n"
16,15,15,4,2016-08-24 10:32:37,"Triste mais nous pourrons comprendre que les Dirigeants africains surtout des pays francophones n'ont pas le respect des textes de Lois même des Instruments juridiques internationaux qu'ils ratifient lors de grands forums internationaux 
 Des traités et conventions qu'ils signent sans contrainte mais l'application pose problème 
 Lors qu'un Président de la République qui a fait voté à ses populations le projet de Constitution par référendum et promulgue cela mais ne veut plus la respecter au terme de ses deux Mandats à la tête du pays 
 Le cas du Burundi doit interpeller la Communauté Internationale parce que la Démocratie est en mal d'instauration et les Dirigeants oppriment à coups des balles et autres armes de guerre leurs propres administrés, nous dénonçons vivement le silence complice de la Communauté Internationale et de la CPI car même les pays voisins comme le Rwanda, l'Ouganda et la RDC ne cessent d'accueillir les réfugiés Burundais sur leur territoire"
17,16,16,4,2017-07-21 06:25:37,Quels sont les mecanismes de protections que les precurseurs des droits de l homme prevoient en cas de violaton par  les institutions etatiques
18,17,17,4,2018-09-04 21:26:58,"Bonjour 
 J'ai la même opinion de Patrick 
 Et, aussi, les  droits de l'homme ont beaucoup de principes qui devont être reconnus sur les touts lois du le pays"
19,18,18,4,2016-05-18 11:55:23,"Une précision de ma part : dans le cours, on nous dit que ce sont les droits fondamentaux qui relèvent du droit constitutionnel, garantis par les constitutions nationales et non les droits de l'homme qui eux relèvent de la protection internationale"
20,19,19,4,2016-07-14 19:04:11,L'egalite est souhaite meme cela est difficile compte tenu des coutumes et des uces de tout et chacun
21,0,20,4,2017-12-04 08:09:44,"Je pense que se n'est pas normal 
 En sachant que les droits sont inalienable"
22,20,21,4,2016-12-05 17:17:25,À mon avis un je crois que la
23,21,22,4,2016-12-13 05:40:16,"J'apprecie les Organisations qui defendent les droit des humains 
 Mais quand elles sont laisees, elles agissent selon leurs egos"
24,22,23,4,2017-07-21 02:54:44,"Chère Professeure, J'aimerais savoir s'il existe d'autres classifications que celle de Vasak vu que cette dernière semble controversée 
 Si c'est le cas, en quoi consistent-elles  
  Merci d'avance  
  Nicolas JÉRÔME"
25,23,24,4,2017-07-21 06:14:27,"En cas de violation des droits fondamentaux, l'individu peut evoquer  la protection internationale de la  meme maniere que la protection nationale 
 La question demandee est: "" comment un individu en tant que personne physique evoque t-il ses droits humains 
 Demande d'eclaircissement sur le plan procedural"
26,24,25,4,2016-08-14 19:47:12,"Salutation a vous tous, comment puis je faire pour participer dans ce  forum en francais mais je ne peux pas"
27,25,26,4,2016-08-16 13:31:26,"Je ne pense pas qu'il s'agisse d'une violation des droits de l'homme 
 Pour en établir une il faudrait au préalable s'interroger sur les potentiels droits concernés, interroger leur champ d'application personnel, et matériel, mais au préalable s'interesser à l'instrument juridique qui les consacre 
 Or dans ce cas, il n'existe pas, il me semble bien, de traité international ou de convention qui traite de cette question (celle du renouvellement de visa et titre de séjour ou de l'expulsion d'étranger dont les visas ont expiré) 
  Le gouvernement congolais était libre de renouveler ou non le visa de cette activiste, il a choisi de ne pas le faire, cela relève de sa souveraineté, on ne peut l'attaquer pour cela 
 Cependant, on peut davantage penser qu'il s'agit d'une mesure d'ordre politique, en ceci que le gouvernement aurait pu renouveler son visa, ce qu'il n'a pas fait de toute évidence 
 Pour quelles raisons 
 Peut-être parce qu'elle paraissait genante pour le gouvernement de par son action 
 C'est possible, mais difficile à prouver par des faits 
 Il faut toujours garder à l'esprit que la place qu'occupe une ONG peut varier selon les contextes, mais surtout selon les acteurs concernés 
 Si pour certains l'action d'une ONG come Human Rights Watch peut  être percue comme bénéfique, voire salvatrice, d'autres (parfois appartenant à la classe dirigeante, au gouvernement) peuvent trouver son action genante, surtout lorsqu'elle se pose en obstacle sur leur chemin 
 En tout état de cause, pour revenir à la question posée, je dirai qu'il ne s'agit pas là d'une violation des droits de l'homme, juste d'une mesure politique prise par le gouvernement congolais, mesure qui relève de sa souveraineté, et donc qu'on ne saurait contester quand bien meme on connaitrait les raisons sous-jacentes à cela 
 Merci W 
 Jason ESSOMBA"
28,26,27,4,2017-06-19 16:41:22,"Du courage, je pense que les enseignants (Madame Maya par exemple) peuvent voir ce qu'ils peuvent faire pour vous répondre à votre demande 
 Une fois encore du courage"
29,27,28,4,2017-05-07 13:16:45,"En matière de droits de l'homme,la morale(l'éthique) est préalable à leur garantie par le droit dans le peu de domaines qu'ils couvrent,certes fondamentaux;on pourrait exiger de certaines professions plus de morale dans leur fonctions(hommes politiques qui se déclarent ouvertement immoraux souvent,surveillants de prisons;par contre à l'éducation et aux soins la morale  domine:les animaux soignent et éduquent leurs congénères ,c'est bien connu,"
30,2,29,4,2016-11-24 08:16:01,"De mon humble avis la reussite effective ou approximative de Droits de l'homme est une oeuvre qui doit etre generationnelle et interiorisable par d'abord le bas peuple ensuite par le haut peuple 
 Pourquoi en amont le bas peuple, c'est puisque  la gouvernance s'habille un caractere phenomenal auquel tout le monde peut y acceder 
 En aval,le bas peuple d'aujourd'hui est le haut peuple demain 
 Donc un bas peuple qui interiorise les attributs de Droits de l'homme, est dispos pour une bonne application 
 D'ou une reussite de Droits de l'homme peut se dessiner facilement"
31,28,30,4,2016-11-04 17:20:45,"\nJe pense qu'il est nécessaire de faire la distinction entre obligatoire pour toute force belligérante, DROIT INTERNATIONAL HUMANITAIRE est un État ou non, et DROIT INTERNATIONAL DES DROITS DE L'HOMME, codifié à réglementer les relations: Citoyens-Unis et qui l'emporte sur le droit national État et protégé par le droit international.\n\n"
32,29,31,4,2016-12-19 09:28:04,"Je pense que le problème serait le même au fils du temps, nous pourrions bientôt une génération post-moderne; etc"
33,30,32,4,2017-10-18 01:21:39,"Dans le contexte actuel, le droit international est partout 
 Or, chaque pays a des droits internes 
 Existerait-il un moyen pour un pays de contourner les conventions internationales en droit de l'homme"
34,31,33,4,2016-12-13 00:58:34,Merci à vous monsieur Ilunga
35,32,30,4,2016-11-02 08:19:23,"Une personne morale peut étre destinataire des droits de l'homme et peut en méme temps invoquer les droits de l'homme  
 Dans le cours il est dit que les droits  de l'homme ont deux faces: un droit et un corrolaire  
  Si je comprends bien le corrolaire signifie l'obligation de respecter les droits de l'homme et le droit, la prérogative de l'invoquer 
 L'etat par exemple en tant personne morale est tenu de respecter les droits de l'homme et d'ailleurs c'est le destinataire principal, il peut aussi l'invoquer lorsequ'il est  par exemple menacé ou oprimé par un Etat plus fort 
 Autre exemple une entreprise de presse personne morale de droit privé peut dans des cas restreints invoquer les droits de l'homme notamment la liberté d'expression, on la vu mais elle est aussi tenu de respecter les droits de l'homme en ne divulgant pas par exemple des propos qui porte atteinte a l'honneur ou a l'image d'une personne 
 C'est ma compréhension"
36,33,28,4,2016-04-23 19:43:00,Je pense que les sanctions liées à la maltraitance d'un animal ont plutôt le rapport avec la question d'éthique et non avec la notion de droits fondamentaux
37,34,34,4,2016-03-26 00:42:55,"Bonjour 
 J'espère que toute vais bien et nous puvon fait a bonne discussion 
 Bonne chance à tous"
38,4,13,4,2016-11-02 16:09:54,"\n\nQue par leur pauvreté, ils ne sont pas respectés leurs droits fondamentaux parce qu'ils sont victimes de discrimination ou négligés pour eux une classe inférieure considérer"
39,35,35,4,2016-12-09 00:21:26,"Salut, bon selon ma compréhension, un chef d'état qui viol la constitution fait partie de ceux qui violent les droits de l'homme, de ce fait il pense qu'il est maître tout à force de montrer son power il finira toujours par violé la loi en suite il devient le premier à violer ce qon doit protéger 
 Dans ce cas tous les citoyens vont bien sûr continuer la même chose"
40,36,36,4,2016-12-08 22:24:47,Biensur car le DH est un droit de la liberté et d'egalité
41,2,37,4,2016-11-24 08:28:10,"Les droits de l'homme est  la replique circonstancielle de Droit penal et Droit international humanitaire 
 Autrement dit se trouvant a mi-chemin de deux droits et se pointant comme source interpretative d'une bonne application de dits droits, les Droits de l'homme sont aujourd'hui pris comme de lunettes servant aux droit international humanitaire et droit penal d'exercer ou executer au bon maitre leurs attaches dans la protection de la personne humaine"
42,9,38,4,2017-07-21 05:04:47,"L'efficacité de la protection internationale des droits de l'homme serait proportionnelle à la juridictionalisation de cette matière 
 En effet, le mode de contrôle juridictionnel constitue  le mode de contrôle le plus efficace 
 Cependant, le recours à des modes de contrôle non juridictionnel , non contentieux apparait souvent comme un choix par défaut, retenu en raison de l'impossibilité politique de mettre en œuvre un contrôle juridictionnel à l’échelle internationale, comme ce qui existe déjà au niveau national 
 Toutefois, le développement l’avènement d'une cour dotée d'une compétence juridictionnelle, n'a pas empêcher le développement ultérieur de diverses procédures non juridictionnelles ou non contentieuses 
 Malgré l'existence d'un Commissaire aux droits de l'homme au sein de la Cour de Strasbourg, la protection juridictionnelle ne rend pas inutile la mise en place de mécanisme non contentieux pour contrôler la manière dont les États s'acquittent de leurs obligations en matière de droits de l'homme 
 Ainsi, si la protection juridictionnelle est nécessaire, elle semble donc parfois n’être pas suffisante, d'où sa complémentarité avec le contrôle non contentieux des droits de l'homme"
43,37,39,4,2017-11-08 09:55:14,"Bonjour, C'est Bugashane Plaisir, vivant actuellement au Kenya, dans le Turkana West, mais originaire de la Republique Democratique du Congo 
 Je suis tres ravis de  faire part a la formation des droits de l'homme, enfin d'avoir une connaissance sur les droits de l'homme"
44,38,40,4,2017-04-07 09:59:38,"Merci beaucoup mes camarades,mais nous devons savoir,aussi longtemps que nos Etats Africains n,aurront pas le sens au respect de droit de ces citoyens,ca sera difficile que le droit soit respecte vue que c,est bien lui le monopole de force pour proteger le droit,s,il ne fait pas son role,comment alors le bas peuple peut le respecter 
 Si dans une famille le papa de la famille est un foullard comment voulez vous que ces enfants soient des exemplaires dans la societe?c,est fort impossible que les enfants immittent le caractere de leur papa 
 Oui biensure le peuple egalement a le devoir ce droit  au meme pied d,egalitee que l,Etat aussi 
 Il n,ya pas du respect de droit dans un pays si ce pays ne respecte pas meme sa constitution,ses lois etablies 
 Merci Je vous s,en remercies"
45,39,41,4,2016-06-13 12:46:04,"Bonjour à tous 
 Je m'appelle Sophie, étudiante espagnole de Letres Modernes et Sciences du Langage 
 J'ai trop hâte de pouvoir bien profiter de cette formation 
 À bientôt"
46,26,42,4,2017-06-19 16:38:08,"A mon avis, vous avez tout compris, car le cours a même mis l'accent sur cette limite par l'absence d'une instance juridictionnelle pouvant prendre des mesures coercitives pour sanctionner des violations des droits humains 
 Généralement, ce ne sont que des recommandations qui sont formulées à l'endroit des Etats qui, au lieu d'améliorer les mesures de leur protection qu'ils doivent assurer aux citoyens, se mettent à devenir des bourreaux pour leurs propres citoyens"
47,40,43,4,2018-11-09 00:00:03,"Les entretiens de cette deuxième semaine me paraissent simplement magnifiques 
 En quelques minutes j'ai tellement appris que je voudrais adresser mes félicitations non seulement aux personnes interviewées, mais aussi à la professeure Maya Hertig qui mène ces entrevues; les définitions et explications, ainsi que la manière de l'exprimer m'ont permis de mieux comprendre les ressemblances et les disparités existantes entre les trois branches concernées 
 Merci beaucoup"
48,41,44,4,2017-08-06 05:39:04,"Bonjour je m’appelle  Brahim je suis Marocain résidant en France a Perpignan  
  Je suis très heureux de suivre ce MOOC portant sur les droits de l'Homme "
49,42,45,4,2017-07-21 04:22:33,"Salut 
 Je suis Alexandra, du Roumanie 
 Enchantée"
50,43,36,4,2016-12-08 14:41:23,Oui tout à fait.
51,44,46,4,2017-07-21 05:23:46,"Bonjour, comment comprenez vous l’universalité et l’indivisibilité des droits de l'homme 
 Selon vous c'est un mythe ou une réalité  
  En se basant sur des faits, aide moi a prouver le contraire"
52,20,47,4,2016-12-05 17:24:18,Merci beaucoup Héritier nous pensons aussi bénéficier de votre expertise en matiere de droit public.
53,29,48,4,2017-07-21 06:31:25,"Bonjour, On me demande de changer mon mot de passe, pour cela ja dois introduire l'ancien, mais je n'ai jamais reçu de premier mot de passe de la part de Coursea 
 *Merci"
54,45,49,4,2017-12-04 08:26:06,Bien monsieur Zabulon nous envons vus votre preocupation nous tenterons de vous repondres par certaines phrases par rapport a notres comprehenios
55,12,41,4,2016-06-13 16:36:56,"Bonjour Sophie et Sinaly, J'avais pensé que j'étais seul dans ce cours, mais il est super qu'on y trouve des copins(es) qui sont aussi trés intéressés pour les droits humains 
 Sinaly: Oui, j'y crois que on se profitera beaucoup, espécialement me semble trop intéressant qu'ici on trouve des peroffessionnelles d'autres mètiers comme l'assistance sociale et la santé 
 De quelle manière pensez vous que vous vous profiterez 
 Sophie: Je aimerais savoir quelle est l'intéresse d'une linguiste comme vous dans le champ des droits de l'homme et si vous voyez quelque connéction entre les thèmes de ce cours et votre carriére à l'université 
 Je vous demande car j'étudie aussi des langues et je voudrais avoir une autre opinion 
 Si quelqu'un(e) a besoin de discuter quelque sujet du cours (je crois il y aura beaucoup de polémique) ou quelque otre chose, je serais ici ou dans mon addresse e-mail  á"
56,46,50,4,2018-06-17 16:05:16,"Hello, Je m'appelel Bartolo Gomez 
 Je suis avocat et je veux en savoir plus sur les droits de l'homme"
57,12,51,4,2016-06-15 02:34:03,Un truc que j'ai fait est télécharger les transcriptions de chaque vidéo et les arranger dans ma prise de notes
58,24,52,4,2016-09-08 12:47:58,"Salut 
 David moi aussi je n arrive pas a trouver la réponse de cette question j ai besoin une idée sur cette question aussi"
59,47,53,4,2017-07-21 04:20:58,"Bonjour à tous, mon nom est Ashanti Axayacatl Segundo Garcia, je suis du Mexique et je suis un avocat spécialisé dans la défense des groupes autochtones 
 Je suis heureux de participer à ce cours avec vous"
60,48,54,4,2017-07-21 03:58:35,"Bonjour, j'ai suivi la procédure pour obtenir l'attestation mais aucune pièce d'identité ne m'a été demandée, à aucun moment 
 Par contre, j'ai bien réglé le montant  demandé et je suis sans nouvelle depuis plusieurs jours"
61,49,17,4,2018-05-22 08:58:18,"Selon ce principe, les droits de l'homme ne viennent pas remplacer les droits fondamentaux reconnus sur le plan national mais par contre les droits de l'homme viennent completer la protection si il y avait des insuffisances ou des lacunes sur la protection de la dignité humaine "
62,50,5,4,2016-12-24 08:15:34,"Est mon adresse mail, j'espère te lire un jour"
63,51,55,4,2016-12-14 11:43:36,Les droits de l'homme est un droit absolu pour la population congolaise
64,52,22,4,2016-12-11 03:45:58,"Diallo en tout cas elle sont épineuses vos questions   Je peu répondre juste à la dernière  Non tout le monde ne connais pas le droit et le devoir, Mais quand il s'agit du droit personne ne sensée ignorer la loi.   Cordialement vôtre collègue  #Aksanti_kabuzi/république démocratique du Congo- Nord-kivu_Goma"
65,53,56,4,2017-07-21 06:38:14,"J'ai vu que les droits humains, il y a des points qui défendent la personne dans tous les domaines, en tant qu'homme, en tant que femme, comme un enfant, et les personnes âgées, ce qui est très bien car il devrait être, et ce qui va Je demande veux pas offenser personne; la question est: pourquoi l'homosexualité est inclus comme un droit humain 
 Si le homoxesual pas né, et il a commencé il y a un jour, de sorte que vous pouvez laisser; parce que sinon tandrían comprennent également les droits, toxicomane, violeur, l'plitico corrompu, etc. parce qu'ils ont également commencé et quand ils veulent peuvent quitter ce mode de vie"
66,29,57,4,2016-12-04 20:37:33,Ton français est très bon
67,54,11,4,2016-05-31 13:26:07,"Je ne m'attendais pas a grand chose a vrai dire, j'avais peur que ce soit plus dur, mais je trouve le niveau correct 
 J'ai déjà étudié du droit, mais plutôt dans le domaine du penal ou du travail 
 Je n'ai aucune notion en droit international  _smiley_"
68,55,15,4,2016-08-12 13:50:16,"Pour ma part la lutte contre les violences sexuelles en RDC aboutira parfaitement si d'abord les congolais et les congolaises prennent conscience du problème 
 Par exemple la RDC est un pays de culture 
 Les artistes congolais sont reconnus mondialement 
 Ils peuvent organiser des caravanes d'envergure internationale pour sensibiliser et apporter le message des témoignage de cas de viole au reste du Monde 
 Ainsi une prise de conscience collective contribuera à mon sens à une prises de décision forte contre les personnes coupables de violes 
 Par ailleurs Nous nous rendons compte que les autorités du plus haut  sommet de l'Etat congolais ne sont pas très déterminés dans la censure des cas de viole 
 Ils sont beaucoup intéresse par le pouvoir, les élections 
 En fin il faut avoir le courage de dénoncer par tous les moyens les coupables et les commendataires de ces forfaitures 
 ''Seule la lutte paye et ensemble nous vaincrons''"
69,56,35,4,2016-12-01 20:19:48,"Merci pour cette question pertinente, si j'ai bien compris les droits de l'Homme sont universels alors que chaque nation peut mettre en oeuvre sa propre charte des droits de l'Homme qui peut garantir des droits supérieurs aux droits universels 
 Normalement, une constitution doit mettre dans son préambule une référence aux conventions ratifiées par le pays 
 Si une nation ne met pas ces références concernant les droits fondamentaux qui reconnaissent à la personne citoyenne ces  droits de liberté, dignité et égalité , un président n'est pas en faute au niveau de la nation mais il l'est au niveau international, puisqu'il n'a pas respecté les conventions qu'il aurait ratifié éventuellement 
 Dans l'autre cas, il doit répondre de ses écarts, les urnes en dépendent pour sa réelection, sauf dans le cas de la corruption, peur, falsification etc plusieurs états connaissent ce phénomène notamment dans des pays africains"
70,57,58,4,2017-10-05 16:19:26,"Bonjour, Je m'appelle Margarita 
 Je m'intéresse a ce cours, parce que les droits de l'homme est un theme tres important, surtout au present 
 Bon travail et bonne chance a tout le monde"
71,58,41,4,2016-06-13 16:40:21,"Bonjour à toutes et à tous 
 Je suis SAINTIMA Peterson,etudiant en diplomatie et relations internationales. 
 .c'est un plaisir de me retrouver sur cette plate forme pour suivre ce cours"
72,59,5,4,2016-11-29 06:15:53,"Salut, je vous remercie pour votre encouragement, j espère que vous ferez parties des gens qui me donneront des éclaircissement en cas de besoin 
 Merci    Skype : ange longo  Congo DR"
73,9,59,4,2016-08-29 16:35:01,"Bonjour, OK, bien compris, mais c'est pas du tout facile en pratique à mettre en œuvre"
74,27,28,4,2017-05-07 10:37:54,"Tout à fait d'accord,tous les etres  vivants sont  titulaires  dans la mesure du possible(c'est  à dire ou l'homme ne peut y déroger que pour sa propre survie ,et en agissant dignement-abattage  des animaux ,le moins possible);c'est pourquoi je m'insurge totalement contre des propos de la 1ère lesson,1 er sujet,ou il est  dit que les droits de l'homme c'est la liberté de s'exprimer(les animaux communiquent parfois bien mieux que l'homme,à des distances incomparables_)à pouvoir etre une personne(tous les animaux diffèrent entre eux),à etre respecté,exister(et les autres etres vivants aussi pour le respect de façon absolue,l'existence de façon relative- voir remarque plus haut-à vivre comme un humain,non un animal(cette remarque est inadmissible,les animaux se respectent plus entre eux que les hommes,ne pas respecter  les droits de l'homme n'est aucunement le fait des animaux non plus qui ne tuent que pour leur survie et ne se tuent jamais gratuitement entre eux,ce qui est l' apanage de l'homme seul)"
75,60,60,4,2017-07-21 04:46:21,"Dans le entretien avec Savane Garibian, le nom mentionné aurait été Schabas (professeur à Leiden Law school), pas Chabasse"
76,15,61,4,2017-07-21 05:05:32,"Il y a eu élections présidentielles au Gabon, un pays de l'Afrique centrale, où la Commission électorale a dû proclamé le Président sortant vainqueur, surtout avec des résultats très serrés entre les deux poids lourds 
 L'Opposition se dit avoir gagner ces élections et il y a eu fraude massive au fief du Président sortant qui a fait 99.88% (dans son fief électoral) 
  Les militants et électeurs de l'Opposition ont manifesté violemment tout en saccageant le Bâtiment du Parlement, les Magasins et autres 
 Quelle lecture faire du droit politique surtout de l'évolution démocratique dans ce pays ou d'autres pays de l'Afrique noire sur le plan Démocratie"
77,61,15,4,2016-08-10 14:42:29,"Bonjour Je trouve hélas que ce qui se passe en République du Congo et ces violences contre les femmes et enfants en particulier est très peu relayé par les médias français 
 Je ne sais pas par exemple si une proposition de résolution a été déposée auprès de l'ONU ou si des plaintes ont été déposées auprès de la Cour Internationale des droits de l'Homme 
 Je suis horrifiée par cette situation et l'indifférence (au moins apparente depuis ma position de citoyenne lambda) internationale 
 Le viol et l'instrumentalisation du corps des femmes (mariages et maternités forcés) sont hélas récurrents dans l'histoire internationale 
 Ce qui va pour moi de pair avec le fait que les femmes ont longtemps été écartées des droits de l'homme (et de biens d'autres droits) comme ayant un statut inférieur 
 Les grandes religions monothéistes n'ont pas aidé en ce domaine 
 L'Eglise catholique a longtemps considéré que la femme n'avait pas d'âme et il me semble que dans l'Islam la femme reste inféodée à l'homme (c'est en tout cas ce qui ressort de la charia appliquée par certains Etats comme l'Arabie saoudite) et le judaïsme n'est pas a priori en reste 
 Je n'ai bien entendu personnellement aucune solution à proposer pour faire cesser les horreurs perpétrées en République du Congo mais d'une manière générale je pense qu'il est important de mener une lutte féministe pour l'égalité des droits des femmes et des hommes dans le monde et le respect de ces droits en pratique ainsi que d'encourager les parents à élever leurs enfants dans l'idée de cette égalité 
 Egalité qui ne signifie pas absence de différences mais bien droits identiques 
 Merci à vous d'attirer notre attention sur ce sujet dans le cadre de ce MOOC"
78,29,35,4,2016-12-01 22:02:56,"En effet, les droit de l'homme sont d'un niveau international,ces droits de l'homme entrent dans nombre de constitutions 
 Mais, d'autre éléments font parti aussi de ces constitutions, par exemple les pouvoirs du Président de la république varient selon les pays et ne font pas parti des droits de l'homme 
 Quant à la corruption ou la falsification des élections, elles bafouent l'homme, mais en tant que citoyen"
79,62,7,4,2016-03-26 12:42:53,"Est ce que le fait de devoir attendre son exécution pendant des années dans ""couloir de la mort"" ne pourrait pas être assimilé à une torture ou tout au moins à un traitement inhumain et peu en rapport avec la dignité inhérente à la personne humaine qui est indépendante de son statut de criminel 
 Il pourra sans doute être rétorqué que le prisonnier, en épuisant tous les droits de recours, s'expose lui-même à vivre les affres d'une exécution imminente 
 Objection qui ne tient pas devant le Droit naturel qui autorise voire nous enjoint (Hobbes - Leviathan) de défendre notre propre vie quand elle est en danger 
 Ce qui est le cas en l'espèce"
