msgID,autID,disID,theID,ts,texte
31,30,29,4,2016-07-03 15:34:14,"When using the ratios we assume that the earnings and other date is accurate and the market is stable and fair 
 In situations like those of the financial crisis or situations that appear to be bubbles, you may not be comfortable using market ratios 
 In the instance that companies report losses that may also skew the market ratios"
32,31,30,4,2016-10-10 12:03:14,"I would suggest a more effective government watch-dog to the financial system 
 But the government's intervention in crisis is vital to revive the belief of investors"
33,32,31,4,2016-10-27 05:36:55,"Well, I think that was a good decision to bailout banks to boost the economy recovery but at the same time this decision make bankers be even more careless of the leverage they use, with all the desregulations that came before the 2008 crisis, because and to the date at least as i know there haven´t been some extra regulations in this matter just was an extra regulation to credit ratings just as moodys In first Obama´s mandate 
 I can´t imagine what would happen if the US government don´t make this bailouts"
34,33,32,4,2016-06-14 20:46:34,"Good news  
  What exactly do you want to know about Finance ( Bases, Corporate Finance, Financial Markets  )  
  And what is your purpose  
  If one course seems to be difficult, do not give up and take your time in order to understand it 
 Do not hesitate to use the forums if you need more help 
 Good Learning "
35,34,33,4,2017-07-15 05:11:02,"Each method has its advantages and its disadvantages 
 The DCF method, for example, allows the intrinsic value of an equity to be justified, it relies FCF rather than accounting figure 
 On the flip side, DCF is based on assumptions on inputs (growth rate, required return on equity, etc) and it is often difficult to forecast cash flows in cyclical businesses 
 The multiples-based valuation methods are easy to apply and understand and there are fewer assumptions made as with DCF. However, the choice of multiples used can be subjective (or multiples maybe mis-priced by the market) 
  Occasionally, it can be difficult to find the right peer group or relevant comps"
36,35,34,4,2016-03-13 14:58:31,"No, it wasn't necessary 
 But to boost the economic growth of the country after the great recession, it had to 
 Bad incentives for the banks are not as much of a serious problem as the great recession"
37,36,35,4,2016-11-20 12:05:16,A firm needs to use multiple valuation methods to ascertain the realistic valuation rather than trusting on one particular model
38,37,36,4,2016-03-31 21:03:19,"My understanding is that gold ETF's do not actually hold the gold so much as have contract rights to the gold 
 So there is a trade off between ease of access vs the security of holding gold"
39,38,37,4,2018-01-13 16:38:05,"I am worried about the message this has given banks and I do actually think bankers will in the future grab back to this to argue that governments (which actually means the public) will likely them out - so in that sense it was not a good thing On the other hand it is equally true that this has probably helped US economy to recover faster than e.g 
 European economy - though it then also mostly increased revenues/wages for the richer, ie increased inequality, which is a bad thing also for the economy as a whole I think"
40,39,38,4,2017-08-06 10:21:32,"I recommend you to read ""To Big To Fail"" by Andrew Ross Sorkin"
41,40,39,4,2017-07-21 02:54:12,"Really interested in learning new stuffs, i hope this is gonna worth it"
42,41,40,4,2016-10-08 23:15:07,"Hello Everyone 
 I'm Alan Gosiengfiao from the Philippines 
 I'm now actively learning finance especially those related to the investment side of things as part of my lesson plan on entrepreneurship 
 Hope to make more friends and maybe even business colleagues through this course 
 Please feel free to connect with me via LinkedIn:"
43,42,41,4,2017-05-02 20:39:44,"It was a necessary evil which at that point of time was the need of the hour 
 Now, in order to curb the complacency which may have beset upon the banks, it is important to    take steps in order to send a message to the banks conveying the threat of the government not coming to their rescue in the future"
44,43,42,4,2016-02-18 16:18:56,"Hi Scott, Thank you for pointing all this things out. We are in the process of making the following courses in this specialization while trying to continuously improve this one, so things may not be corrected as fast as we would like it 
 In particular, correcting the subtitles of every video will take quite some time, but it is planned 
 I hope you are still enjoying the course so far! Best regards, Jonas"
45,44,43,4,2018-04-20 14:57:06,"We have to assume that the market values the comparables correctly, which is not necessarily always true 
 If there is an industry / geography that is experiencing a ""bubble"" I would not use multiples-based methods, e.g 
 During the dot-com era, the subprime mortgage bubble, or perhaps even tech companies today (some big ones of which are valued highly whilst reporting losses for several years in a row) 
  Price/earnings ratio cannot be used for companies reporting negative earnings, so alternatibe methods need to be employed"
46,45,44,4,2016-04-16 12:42:38,Other factors remain constant
47,46,45,4,2017-05-13 21:43:18,"We must assume average earnings over a period of time, which are reported directly from the companies we pick as comparables 
 This implies that comparable companies with the same or similar P/E ratio could in fact hide very different situations in terms of risk and thus reliability of the average earnings estimate used in the P/E formula 
 I wouldn't use P/E ratio during financial crises nor in the case of companies reporting losses"
48,47,46,4,2017-03-12 21:47:25,"I believe the TARP helped prevent a financial collapse and avoid a second Great Depression 
 The main non-official objective was to keep the financial system working because the country's economy could not survive if the whole economy stops 
 On the other side, one of its most important objectives was to support struggling homeowners and this wasn't achieved even remotely 
 The program helped a lot th big banks grow bigger and did little for the population"
49,48,47,4,2016-07-31 16:48:33,"Many site has the live exchange rates look this 
 For the second question you cannot buy directly stock because all stocks prices the negotiated in secondary market like nasdaq dow jones 
 You must have cerification to buy directly 
 But exists many company in internet and you can open an account in this brokers"
50,49,48,4,2018-01-26 01:09:45,"The presumption that all companies in the same industry should be earning the same 
 Yes there are instances wherein companies in the same industry are not priced the same way because there are different factors to consider like management of the company, market share, etc"
51,50,49,4,2018-06-19 21:42:39,I think that the bailout measures taken by the government were right because they helped the economic recovery of the system but I think that now they have to act preventevily and they should not allow Banks to undertake such dangerous activities as the ones they undertook before the financial crisis in order to prevent such a possible situaton in the future
52,51,50,4,2018-08-04 09:32:23,"I would hold a small portion as gold- roughly 20%, so as to hedge against extreme events but also ensure continued returns"
53,52,22,4,2016-02-15 15:23:42,I would use an asset allocation program based on Markowitz asset allocation theory and would use a small percentage of gold in my portfolio
54,53,51,4,2016-06-14 21:55:59,"Hello 
 I'm really happy i joined this course 
 Hope to have great discussions and get the best out of it 
 Greetings from Spain"
55,54,52,4,2016-05-25 20:23:01,Nearly 35% would be sufficient in my portfolio
56,55,53,4,2017-07-21 04:32:41,"This is Thiru, I have just joined this class"
57,56,54,4,2017-11-06 05:17:44,"I think its necessary for the gov. to offer such a bailout 
 The banks already learned a listen in the subprime crisis 
 ""TARP"" help recover the economy 
 It's very important that these major banks willing to lend money to investor's new projects, then, the company owners would buy lots of row materials and hiring many labors like how they operate their business before, the good cycle of expansion start again"
58,57,22,4,2016-02-26 20:37:45,"I would invest no more than 7-8% of portfolio in gold 
 But not in physical gold but some ETF which follows the price of gold"
59,58,55,4,2016-02-22 01:24:37,What questions do you need help with
60,59,56,4,2018-04-11 02:02:37,Opp
61,60,7,4,2016-03-18 20:46:56,"In other words, the time period chosen to calculate the market average P/E ration will influence whehter one thinks the P/E of the studies company is high or low.  Further, the index chosen as the comparator may have a minimal represenation of the industry of the company being studies 
 If the company in question is from an industry that very few members of the index are from, it is like comparing appleas and ornages (BLoomberg Market Concepts, 2016)"
62,61,57,4,2017-01-22 02:13:34,"I would prefer a relatively small investment in gold 
 I would assume the risks that I would incur with investing in equities and fix income assets"
63,62,58,4,2016-02-01 19:28:07,"Lorric Now I see that we're not talking about the same subject.\n You are talking about the first In-video quiz 
 I was talking about the first weekly quiz, as per below:"
64,63,59,4,2016-04-25 21:03:23,"As the price of gold is cyclical, I would trade Gold 
 For Example the initial portfolio may have 10% Gold and then whenever the Price of gold goes down there would be more addition 
 This way we can have decent returns and also keep a hedge against uncertain events"
65,64,60,4,2017-06-23 19:27:10,"The assumptions are that the P/E or other multiples of other companies accurately reflect their value 
 During the tech bubble, P/E did not reflect the stock price; likewise after the bubble it didn't reflect it either 
 Negative earnings would give a negative P/E, which would be hard to evaluate without more narrative data"
66,65,61,4,2017-11-17 21:51:32,"Like an example of negative earnings, they will be many situations where the multiple formula (Rule of Three) cannot applied 
 For example, it may be hard to find a comparable company in the same development phase or the same advantage such as manager, competitiveness, and processes 
 Another factor is that even though we can find a comparable company, we can't be sure the price of the company is fairly priced"
67,66,9,4,2016-03-26 22:07:55,"The currently practiced policy of socializing losses while privatizing earnings cannot be in the interest of future stability and society as a whole 
 Indeed the current policy most profits the exact people that caused the crisis with their questionable investment decisions and gives them absolutely no incentives for acting more circumspect in the future"
68,67,62,4,2018-07-31 21:08:39,I believe it was necessary and I believe the US Gov't (and others around the world) have taken regulatory measures to help prevent moral hazard in the future
69,68,63,4,2017-06-15 03:38:26,"I think one assumption is that we assume the ratios are good indicators for future performance 
 However, the earning and stock price are historical information 
 The future earning and future stock price cannot move to direction opposite to the expectation of investors 
 For example, if you get a P/E ratio of 2 for a company, and the ratio of 2 is relatively low to its historical average, so you go ahead buying the stock 
 However, there can have a news that suddenly brings the stock price down further 
 So ratios are good references for investment decisions but not guaranteed gains for investment decisions"
70,69,64,4,2016-12-16 19:53:47,"By making use of p/e ratios and other equivalent ratios we would assume that the market has valued the company at an accurate price 
 However, due to emotions markets tend to price companies at irrational prices - often too optimistic or too pessimistic 
 Therefore, investing purely based on those ratios can be risky 
 Let's take for instance the dot-com bubble 
 Companies were valuated at huge p/e ratios that did not make much - if any - sense 
 Would an investor have relied solely on using p/e ratios he/she would have been very likely to lose a lot of money"
71,70,17,4,2017-09-10 19:52:43,"The assumption is that the market values the comparable companies accurately 
 If a company is undervalued or overvalue, its multiple could not be an effective input to value other companies 
 When market price varies frequently, using PE ratio to value comparable companies may not be appropriate, just like it mentioned that for a company who is under special situation (negative earnings), ratios that related to earning may not be a good choice 
 Finding a comparable company with appropriate multiples could be very difficult, because too many market elements may involved and the choice is somehow subjective"
72,71,65,4,2018-06-04 10:55:31,"It really depends on the portfolio's profile 
 But if I was managing a portfolio for someone who's in his mid 40's, I would put 10-15% on gold 
 In a case of crash, sell shares to add more 10-15% on gold"
73,72,66,4,2016-02-15 19:40:37,"Thank you so much Ancil 
 Thank you for taking the time to do this"
74,73,67,4,2018-09-09 17:26:58,"I would invest a relatively small part in gold, because, in my opinion, it serves more like an insurance or an instruments to save the value of investments 
 From other hand I would invest in different assets that may earn and bring higher profit"
75,74,18,4,2016-02-22 15:48:36,The assumption would be that both the numerator and denominator are realistic numbers to use since these are based on historical view
76,75,68,4,2018-04-30 22:55:09,"Personally when assessing the current state of the global economy and political situation, I would have a tendency to invest a larger portion of my portfolio in gold 
 The potential returns are large indeed at the moment but I would err on the conservative side"
77,76,69,4,2018-01-21 15:29:28,"Since I have a relatively high tolerance for risk and volatility, I would not allocate more than about 10% of my portfolio to gold 
 I see gold primarily as a hedge for positions I in my portfolio so the percentage I allocate to gold would be impacted by how risky my current investments are"
78,77,22,4,2016-02-27 13:24:51,"In my portfolio gold would take about 10% of all investments at all times 
 I prefer more risky assets with expected higher returns 
 However, at todays market situation a part of gold would probably increase"
79,78,70,4,2018-05-23 11:44:54,"I would not hold any assets in gold 
 It all boils down to the rate of return 
 Gold does not yield a return, and even in dire situation such as black swans 
 I would rather bank the interest or divided of different securities and reinvest during those periods"
80,79,71,4,2016-02-10 12:40:58,"Hi Jonas, I would like to chime in 
 The glossaries that are linked are quite extensive 
 Right now I am writing down terminology from the videos and then looking those words up in the glossaries; however it would be lovely if those were pre-linked to the modules so we dont have to search through the glossary 
 Not critical, but helpful"
81,80,72,4,2017-05-21 18:29:58,"So the main assumption that we make is that the company of the same size, development stage and industry most probably performs in the same way hence we can apply the ratios to the company that we evaluate 
 Obviously there are many other factors that may affect the performance of each individual company so relying only on ""comparable"" companies is not a silver bullet 
 For instance we may have 2 tech companies operating in the same domain (ex 
 Business Intelligence) but having completely different technologies 
 As observers we won't know the details of implementation of their products but the difference in it may yield absolutely different sales KPIs because of some limitations of one of the products 
 So technological factor that was not taken into account will play a key role in stock pricing despite the same size/industry/development stage of the company 
 Dot-com bubble as well as current state of the tech industry proves that this approach is not the best 
 Just because it's a brand new startup with technology ""similar"" to those which other successful companies have doesn't necessarily mean that it should have the same value 
 There are a lot of startups with no or not sustainable business model that are overvalued at this moment because of the hype around them 
 We can not rely on their prices when evaluating another unicorn 
 That leads us to another assumption that we use - comparable company is fairly evaluated 
 Unfortunately it is not always true"
82,81,73,4,2018-03-05 10:31:04,I would put about 15% of my portfolio in gold
83,82,74,4,2018-08-12 15:56:40,"Using multiples assumes that other comparable companies are fairly valued 
 If they are all over-valued, then we will also over-value our estimate of the stock price of the firm we are evaluating 
 I would not have felt comfortable using multiple-based valuation methods at the height of  _domain_  bubble or sub-prime bubble 
 Maybe P/E using time-averaged earnings is a better metric for a company that just reported a loss, to smooth the data and avoid getting a negative share price"
84,83,36,4,2016-04-21 19:38:19,10-20% of my portfolio should be gold
85,84,75,4,2017-04-02 23:03:56,"I would have a small part maybe around 20% of my portfolio in gold 
 This is mainly because, gold can be used as a hedge against unlikely events 
 It is the most stable currency out there, so I can always use it in case anything drastic happens 
 But at the same time I do not want to lose the opportunity to invest in other financial assets 
 So a small amount is optimal because it would not only protect my investments but also not snatch the opportunity to invest elswehere away from me"
86,85,76,4,2018-09-25 13:47:33,"I thing that you have to have a small % of gold that provide you with an iron deposed in case of extreme events 
 But  also increase that % if you are observing a lot of QEs or higher probabilities of stock market crushes or political tensions or even trade wars"
87,86,20,4,2016-08-16 08:20:06,"I would  have a relatively small part of my portfolio invested in gold to stomach the impact that extreme events may have 
 Other parts would be invested in stocks, bonds and real estate which are supposed to add value for the whole assets over time"
88,87,77,4,2016-07-25 10:34:37,"Definitely more worried about the consequences of this bailout in terms of bad incentives for banks 
 I really belive that the 2008 crisis was a bit of this also, many bank managers got too confident that the government would back-up than if any big economic crisis happened, In this situation they was willing to a much bigger exposure to risk than they normally would"
89,88,22,4,2016-02-17 23:50:30,"It first depends on your risk appetite 
 Conservative investors should have a bigger portion of the portfolio in gold, and more aggressive investors should have less gold 
 It also depends on markets 
 In emerging markets, where growth is bigger, risk is higher and the probability of black swans is also highers, investors should hold more gold to hedge positions"
90,89,78,4,2016-02-20 14:40:52,"In theory any country can go and depreciate it's own currency -more printing and dealing- to clear the ""yankee bonds"" or debt, but at the end most of them just don't do it (macro reasons?), so how can an analogous situation -quite subtle- happen in the case of the  US central bank printing to much -and cheaply borrowing to the gov- in order to pay the debt ( which reasons may prevent the FED from doing so ) 
  I think I'm just trying to figure out which kind of rare (black swan like) macro conditions  could lead to an improbable US or UK, default 
 (Jonathan bear in mind that actual low rates are not just about trust, are about economic recovery policies, from my point of view the importance of trust -for gov debt- has to do more with how much volume or amount of capital can be raised when it's convenient)"
91,90,79,4,2018-07-12 18:18:26,"Using multiple-based valuation is a limited approach to determine the value of a company 
 The first assumption is that the evaluated company is similar to the comparable players 
 It is almost impossible to find that situation on the market and because of that, analysts permit a margin of error selecting the comparable players 
 At my previously job, multiple-based valuation was used a ""test of insanity"" on the DCF model, just to check 
 On multiples like P/E, P represents an expectation of value that is often a mix of rational and irrational thoughts of investors and market momentum"
92,91,80,4,2016-07-22 20:54:03,"The assumption is that most other companies are reasonably valued 
 So if the whole sector of industry has unexpected change in the future, valuations of all other companies are wrong so the multiples-based method also doesn't work"
93,92,80,4,2016-07-19 21:31:58,"Why is it not available in emerging markets 
 This assumes they are backwards 
 In fact, some countries classed as ""emerging"" have the highest reporting standards in the world, like the Republic of South Africa.\n"
94,93,18,4,2016-02-16 01:34:28,"The assumption is that future performance will be similar to the comparable companies 
 Currently, I would not be comfortable in valuating a company like Tesla by comparing it to Ford and GM 
 A company may report a loss in a given year, for a number of reasons, but be profitable at other times 
 A new company may report losses for a number of years"
95,94,81,4,2016-09-25 17:19:44,"Hello folks I am Duane and have always been fascinated with financial markets 
 I also have a radio show that puts this topic into layman terms for millions of people who think this topic is too complicated 
 That is why I am taking these courses"
96,95,11,4,2016-03-17 18:16:06,"Hi, i completed the course but i cant see my certificate and has been mor than a week since i complete my profile, can you help me"
97,60,7,4,2016-03-18 20:38:39,"One of the drawbacks of this method is that it assumes that history repeats itself 
 The historic peaks and troughts in for e.g 
 P/E may have been arbitrary"
98,96,82,4,2016-09-16 04:02:12,"Although the bailout was  necessary to pump in money in the economy , banks must be held accountable for the chaos they created  
  With interest kept low as 0, it gave banks the opportunities to enornomously expand making them to big to fail 
 Such a bailout does reflects leaniency"
99,97,83,4,2018-11-11 15:07:00,"It would depend on my perception of the economic cycle at the time of investing 
 In times like post-2008 when many of the major countries' governments were employing a variety of strategies (such as loosening of monetary policy) to spur the economic growth, I would invest less in gold & more in traditional assets 
 However, in times like today (late 2018), with increasing risks coming from US-China trade war, worldwide trend of developed countries raising interest rates, slowing growth in China, etc., I would put more of my investments in gold rather than traditional assets"
100,98,84,4,2016-12-19 18:50:53,"I would store 5-10% of my portfolio in gold during the peaceful times and in case of rising political, economical tensions I'd increase that share to 15-20%"
101,99,59,4,2016-04-20 18:03:43,"I would somehow balance my amount of gold position in the portfolio with the degree of risk-seeking strategy 
 If I would find myself going for the high risk strategy with high volatility, I think there I could not sustain any black swan event, so I would have a big buffer by holding ""secure"" gold positions 
 And vice versa 
 In other words: The high risk (together with a higher expected return) would compensate somehow for the higher oppotrunity costs with holding big gold positions in the portfolio"
102,100,18,4,2016-02-12 17:39:13,"The assumption we as a consequence have to make is that the comparable companies are fair valued 
 If this is not the case, the result of the multiple based valuation will be biased 
 2 instances in history that showed to be dangerous for this type of valuation were the dotcom bubble and the financial crisis 2008 
 In both cases the whole market was hyped, therefore all comparable firms were overvalued at the same time 
 Furthermore a company that just reported losses has a high probability to fall in share prices, which does not have to be in line with its fair market value"
103,101,85,4,2017-07-01 08:49:58,Choice of multiples can be subjective.\n Difficult to find comparables with identical or at least similar revenue drivers.\n Assumption that market accurately values the peer group
104,38,86,4,2018-01-11 17:10:40,"The assumption that the company performs similar to the other companies to which it is compared - it could over- or under-perform and the multiple would not catch that historically it seems not a good idea to use ratio's in a highly volatile market (e.g 
 _domain_  bubble where there are a lot of very high performing companies but at the same time very low performing ones) the fact that a company just reported a loss should not necessarily make a difference (depending on the cause of the loss)"
105,102,87,4,2016-03-28 08:12:04,Still can't access the course will contact couresra and ask what is going on
106,103,88,4,2016-09-18 19:15:26,"I picked B for the  overall return value 
 I can  see how A could be better for its appreciating value 
 That makes sense ,too"
107,104,89,4,2016-03-13 15:27:42,"Of course, I can imagine the Company's Treasury to have an appropriate Hedge plan to limit losses due to (each) currency risk of their Investments, aligned to their transnational operations."
108,105,90,4,2018-02-23 02:02:58,Too less assumptions
109,106,91,4,2018-01-07 08:45:37,"I realise that different economies would be having different time periods of boom bust cycle 
 Could you please provide a generic time frame (period) in which the Boom Bust Cycle is completed 
 It would be great if you can showcase the same for developed markets & emerging markets"
110,107,92,4,2017-11-01 15:15:40,"I believe the bailout was necessary for the well-being of the whole economy 
 Purchasing the assets and equity from financial institutions, the government can help the banks recover faster from economic crisis and eventually revive the economy 
 And in real life situation, this solution is still very unusual, so it won't act a bad incentive for banks"
111,108,93,4,2018-07-25 00:55:16,"I would diversify my portfolio with some gold but not a lot, just enough to be able to survive a black swan event 
 I still think that the best way to invest is other asset classes but being aware of what can happen"
112,109,22,4,2016-02-21 12:09:48,"For me, I think we don't have to think that gold entails an O.C.C., but it has to be seen as an prevention 
 During ""peace periods"" take 10% of your income and buy gold, and let i there 
 When you have 3 times of your average return in gold, you stop buying and you don't need to worry about with black swans"
113,110,94,4,2017-01-03 12:03:12,I think I can add moderate amount of gold to my portfolio to hedge against the unlikely  event
114,111,95,4,2017-03-07 16:59:11,"I would likely hold only a little a gold in my portfolio 
 On average, the gains from investing in other assets is a tradeoff I'm willing to accept"
115,112,96,4,2018-07-29 12:02:15,"We use fair value by understanding what drives the company sales, cost, and profit"
116,92,97,4,2016-07-27 21:40:38,"I would rather invest a small portion into gold, as my investment horizon is long 
 This means that the bad returns from extreme events should smooth out in the long run.\n"
117,113,41,4,2017-05-27 14:08:01,US government should give a closer look to bank policies until they arrive a more normal conditions
118,114,98,4,2016-10-28 20:29:16,"There is a moral hazard issue here 
 The germ of the next crisis could be germinating since banks do not pay for their mistakes 
 However, considering the Japan case and its consequences, by failing to take a similar decision, the decision is correct and it is expected that other tools are used to mitigate moral hazard"
119,115,99,4,2016-08-30 23:28:13,"I think the government bailout of our banks was a short-term fix that saved the entire economy from going into a very gloomy scenario 
 However, I think the long-term tradeoff is that banks know they can act recklessly (or take on bigger risks like mortgage-backed securities) and still have a fallback from the government 
 It could be a bad incentive, but I don't know what other possible options there were at the time, or how a government might respond differently given a similar scenario in the future"
120,26,100,4,2016-05-21 23:50:35,"It was difficult to understand - how to calculate return/risk ratio 
 In the future could you provide example - how to calculate this 
 I used the link  , but in definition they explain in terms losses, stop-losses 
 And in this course this definition it's wrong"
121,116,101,4,2016-01-27 03:05:28,"Of course I remember you. Glad I was able to help 
 Your English is quite good 
 Much better than my French 
 Did you decide to get a certificate for the Yale course 
 This one should be a good complement for the Yale course"
122,117,102,4,2017-07-21 02:53:33,Hello My Name is Henry and I would like to know somebody from Colombia who we can help each other regards
123,118,22,4,2016-02-11 05:42:19,"It is absolutely ludicrous to say you must hold some gold at all times 
 Buy gold only when its price is going up and sell it when its price is going down 
 Why would anyone buy and hold gold when its price is going down 
 I'm an active investor/trader who uses Technical Analysis, I don't buy actual gold I buy the ETFs that track gold prices 
 Thus, it means as an investor one needs to know when the price of gold is going up and when it's going down 
 Otherwise it makes no sense to own something if it is going down, it just takes the value of your portfolio down with it"
124,119,103,4,2017-07-02 19:34:57,"In my case I have between 5 and 10% of my investments in gold 
 And the investment vehicle is a ETF traded in (for me) a foreign market and using (again for me) a foreign currency 
 The question is that I am from Spain and my currency is the € 
  For that reason, I have an extra risk due to currency change and, since President Trump arrived, I think that this last risk is higher 
 Finally, I think that commodities are complex investment for, at least in my case, a little private European stock investor because they are traded in $"
125,120,104,4,2017-07-21 02:18:50,Slides would be swell
