msgID,autID,disID,theID,ts,texte
2295,1783,396,4,2016-12-04 12:34:32,"If I take investing in gold as an insurance policy, I would not consider to have more than 20% of gold in my portfolio 
 It might be enough in order to safeguard from the negative impact that extreme events may create"
727,669,259,4,2018-07-27 02:47:31,"Bailouts can perhaps provide relief in the short term, but they may push the problem down the road and compound the problem"
6925,921,9,4,2016-03-31 07:15:06,"I think that the ""TARP"" was necessary otherwise there would have been a prolonged recession 
 The government should also increase regulation so that such event does not occur again"
8374,44,441,2,2018-04-26 13:10:05,"I would have a relatively small part in gold and in addition have real estate as another hedge to ensure some reasonable quality of life (a place to live) and also have assets that can be relatively easily liquidated, if not for an optimal return"
5396,3209,22,4,2016-02-28 21:14:02,Invest a little bit in gold
488,456,139,4,2017-04-16 19:40:43,"Gold is a proxy for cash but with inflation proofing abilities, therefore it would seem to make sense to hold cash in the form of gold at the same proportion that you would typically hold cash 
 There is of course a cost to liquidation of gold that may not exist with cash plus the insurance costs of holding gold 
 With that being said, I would be inclined to hold between 5 and 15% in gold depending on the global stability outlook 
 Given the current outlook I would tend towards the higher end of this estimate"
4880,2516,97,4,2016-08-02 23:59:54,"If my portfolio was heavily weighed in foreign currency denominated assets I would choose a higher weight of gold to hedge against currency risk, political risk and liquidity risk 
 If I were weighed more by assets in my local currency I would choose a lower weight in gold unless I observe monetary policy changes in order to stimulate the economy"
8528,1585,171,2,2016-08-10 09:43:50,I would start small and increase or decrease the amount depending on the volatility of the overall market
5376,350,8,4,2016-10-06 17:49:50,"Investing in Gold as an insurance, I will be comfortable with 20% max. This provides enough insurance at the same time allows me to use the opportunity to invest in other assets were the returns (and risk) are higher"
6231,3497,192,4,2016-09-06 16:28:52,"It was essential to bailout those banks otherwise we would have seen more panic across the globe which would have caused sell offs 
 But while bailing out existing troubled assets rules must be laid out to regularize and control the lending going forward"
6707,3495,504,4,2018-08-17 20:08:26,"The assumption is that market is fairly evaluating similar companies and that we are not in a market bubble period where all companies are over priced 
 Dotcom (2000-2002) and housing (2007 -2009) market bubbles are the more recent examples of a period where related companies where dangerously overpriced before market collapse 
 Reporting a single loss doesn’t mean the company is not healthy, its performance should be instead considered in the long term 
 Figures of a company experiencing a single negative event shouldn’t be used as a reference to evaluate another one"
7803,406,9,0,2016-04-02 02:50:23,"I believe at the very beginning QE 1 was a good move, but since then, QE2 and QE3, but some CEO of the banks received bonus because they can help the bank to borrow money, and I believe further QE were wrong"
2450,1874,314,4,2018-05-18 12:29:08,"Companies often ""play"" their various reports, so simply looking at statistics can be misleading"
2468,1885,250,4,2018-10-08 22:31:27,Potential consequences of bailout definitely
3989,1704,18,4,2016-02-28 15:50:37,"I believe that it assumes that it is fair to use the same P/E between the comparable companies 
 Companies with negative P/E, should certainly not be bought"
1046,716,58,4,2016-02-01 18:05:05,"I agree, it's introductory and it needs to keep simple 
 It's just that I've been teaching that kind of things to teenagers, so I thought nobody would fall into the -50% / +50% trap at university level 
 Maybe I'm wrong."
3767,986,783,4,2017-07-21 02:54:28,Can anyone explain me about convertible bonds
4841,1912,15,4,2016-03-29 09:58:22,"I think the hardest part in using multiples-based method is that it is a very hard task to find an identical, comparable companies, especially when speaking of the tech industry that makes innovative products, their products in most of the time are not able to compare with another, which leads to inaccuracy when we use multiples-based method"
2595,53,126,4,2016-06-29 17:13:23,I would have a proportional smaller amount in gold but enough to have an insurance in case an unpredicted event happens
512,477,149,4,2016-06-21 16:22:09,I think benefits of the bailout were bigger than bad incentives for banks
4278,2801,283,4,2017-07-25 12:10:09,"After Bailout by the US Government for Banks, Federal Bank has kept more control on the financial strength of all those banks in US 
 The Incentives are very much required to create positive vibes in the Economy to strengthen financial markets"
4252,2788,256,4,2016-08-19 08:46:51,"I am not experienced at all on these valuation methods 
 But I think multiple-based valuation is quite subjective 
 I don't think it is that easy to find a comparable company for the valuation 
 In addition, we have seen a lot of creative accounting that affect all those ratios used for valuations 
 It is not an easy call I believe"
4259,257,826,4,2018-05-20 23:11:57,"We assume that the ratios come from honest data 
 Take Enron for example, they cooked their books 
 During the  housing crisis it turned out vast amounts of risk was hidden to the point large investment houses and bank were or close to insolvent 
 Additionally, in relation to negative earnings and such, different companies are at different stages and operate with different amounts of risk do to a vast amount of variables 
 We need to consider these variables when making any assessment 
 Maybe this company just reported a loss, but they could have made a large investment in technological capital or settled a lawsuit that will clear the way higher future earnings 
 The simple answer is there are no simple answers 
 Information is king, so get as much as you can"
3998,2673,48,4,2018-02-04 10:09:32,"We assume that the companies in the market are at fair value, that is the market or the sector overall is not over valued or undervalued"
6709,500,76,4,2018-10-08 14:29:03,"It's hard to answer with universal number 
 I think it depends on several factors: investment horizon, risk tolerance, portfolio risk 
 It feels like the more you ready to take risk the less you need a hedge 
 From the other hand, insurance should worth much less than portfolio itself 
 I'm looking forward for the video explaining how to calculate hedge size"
2222,1738,52,4,2016-06-05 21:31:31,"The gold weighting in portfolio should depend on the person's risk profile (seeking income, close to retirement etc) 
  As a younger investor I might put 10 percent to gold, and 10 to cash"
6316,1857,310,4,2016-11-08 20:05:22,"I would have a minimal amount 
 Clearly these events happen but their frequency is not enough to offset the opportunity cost in the long term"
7646,20,1193,0,2016-02-17 14:40:36,"Hi Dibya 
 I'm sure that even if you have annual growth just slightly higher than inflation rate, you can easily find single stocks that perform much better than stock indexes 
 For example Polish stock market is lower than 5 years ago but there're many stocks that are 20, 50, 100, 200 or even 900% higher 
 So my advice would be to focus (especially in the longer term) on single stocks with prospects for high growth rather than overall stock market"
6334,3463,285,4,2018-02-15 10:19:36,"When there are large depreciations in the commodity market (such as oil), or in the real estate business, or natural tragedies, it is no longer safe to evaluate a firm only with the price to earnings"
7719,3777,18,0,2016-02-25 09:20:24,"Hello  Robert, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
5889,3393,328,4,2017-09-19 20:35:17,"Compared to European choices,  us policies has been the right answer to the crisis , but this of course could trigger new booble and moral hazard behavior 
 The economy it is not an exact science and history would never be the same 
 Finally, usa as a financial culture more focused on the opportunity than on the riskies, the future is uncertain in both case"
5217,3149,533,4,2017-04-11 19:06:37,"I would be concerned about comparables from companies that may be operating under some unfair advantage or even fraud, and a ""black swan"" incident, i.e 
 Enron could cause losses to one assuming that there are no other factors in the company's success than fair market returns"
1695,1405,537,4,2016-03-27 23:35:29,"It's Fat Tail and not Fat K 
 Seems there is some problem with the subtitles"
4223,2685,20,4,2016-08-26 19:48:20,"One key issue that was not used in this question of the use of gold in portfolio construction and that was related to the time horizon of the investor 
 We have not used gold in our portfolios due to our long term hold strategy 
 We have found that by rebalancing during tops and bottoms we can reduce risks and enhance returns while staying fully invested during downturns in the markets 
 This was also true during the difficult 2008/2009 period 
 I have found that it is extremely difficult both intellectually and emotionally to predict significant downturns and reversals 
 Since this is our case if we were to hold gold it would have an opportunity cost to our portfolio 
 If we were to hold a significant percentage in gold, say 20%, to make an impact to the portfolio this would have a significant carrying and opportunity cost to the portfolio 
 Gold pays no interest and is valued only by crisis mentality demands 
 In sum, We will not use gold as a hedge but will look to other more productive instruments"
2495,466,647,4,2017-07-21 02:45:27,"In this 2-step approach, what does the ""Investment Policy"" regard 
 The only discussion made on this approach was Client Objective > Strategic, then Tactical Asset Allocation 
 What does the Investment Policy Reference"
4739,2983,15,4,2016-03-24 00:42:54,"When using comp ratios, an assumption you are making is that the other market participants emotions are nonexistent and that people are trading off of solely numbers 
 When in fact current opinions have very much to do with price behavior 
 Depending on whether a company is in/out of favor in present time may skew the multiple above or below ""fair value"" 
   History will tell you that anytime there is a potential bubble forming, traditional valuation methods are much less effective at determining fair value sense the current divergence is driven by views of future potential growth, which can not be predicted with reasonable certainty 
 Negative earnings can be difficult to value similarly as the above examples 
 Technically they are worth $0, so you are paying for future growth (Amazon in US) and in return should demand a much better ROI. Side Note: trading negative cash-flow public companies may be done best by using technicals sense they are driven by emotion and many times the heard mentality 
 So charts and other indicators help determine what the heard is thinking"
6411,3548,16,4,2018-03-13 07:06:29,For Me I would invest 25% of my portfolio on Gold as an hedge insurance ( To have reduce opportunity cost and insurance against the Black Swans) and invest 75% of my portfolio on traditional asset and investments because this is what will rapidly increase my portfolio when black swans don't happen
1534,48,515,4,2016-08-25 21:00:45,I think you can take the tests but you verified them
2957,2168,22,4,2016-03-01 09:17:00,Only Stock markets
2429,1863,145,4,2016-02-25 08:51:45,"I think that the US government has also added many measures to cap the capacity of bankers to make moves that will affect the economy in such extreme measures as previous times 
 In all things only time will tell the true outcome of these measures"
7240,2982,531,3,2016-02-28 17:46:27,"Hi Victor, I've also completed the test but the question at issue is the NPV calculation where I could not get a correct answer to the question 
 Any help appreciated 
 Thanks"
8578,2102,22,2,2016-03-08 17:27:11,Small portion of investment
2422,1860,409,4,2017-03-29 15:59:28,"It actually depends on the risk appetite of the investor 
 If I were an investor I would possible invest on the stocks which gives higher return than the gold"
5264,805,7,4,2016-03-13 18:37:26,"In my opinion the P/E ratio is only as used as the figures on which the ratio is based on 
 If a company's listed price is undervalued or overvalued or if the earnings are not accurate the ratio will be of a lesser quality"
967,396,406,4,2017-01-30 03:02:40,"I'd rather have a small amount of my portfolio invested in gold because as much as i'd love to have a high amount of gold, i need more returns also and hence i'd have to invest in stock and bonds and well we all know business is all about taking risk and making predictions 
 Hence, if i invest a large part of my portfolio in gold for a particular period of time, and then there's still no situation then i'd have a huge regret"
6610,883,20,4,2016-09-01 01:30:50,"Yes, I would relatively have a large part of my portfolio invested in gold at some times as an insurance, seeing it could be more secure than other forms of investment like bond and stock"
8221,1687,73,0,2018-02-23 15:00:13,More than 5%
1093,955,436,4,2017-01-24 15:45:51,Bailout was necessary
8233,768,830,0,2016-02-07 07:12:16,"With so many short videos, the constant introduction graphics does become annoying 
 Perhaps combine videos together - perhaps a minimum of 10 minute video clips"
78,77,22,4,2016-02-27 13:24:51,"In my portfolio gold would take about 10% of all investments at all times 
 I prefer more risky assets with expected higher returns 
 However, at todays market situation a part of gold would probably increase"
8121,3238,153,0,2016-03-13 09:34:09,"If i were an investor I'd consider two moments: 1 
 The market where I'm going to invest money which brings us to the RISK notion 
 2 
 Time period 
 Assuming I'm trading on emerging markets I'd use 40/60 proportion: 40% in gold, 60% - in other financial instruments (bonds, stocks etc) 
  It makes sense because of high risk and volatility 
 In case of developed markets it's possible to apply 30/70 or even 20/80 share taking into consideration the low chances of unlikely events and lower risks"
8556,1684,153,2,2016-03-07 22:08:45,I would rather have a small part of a portfolio in gold at all times
205,196,143,4,2018-02-13 01:38:25,It may have been necessary but it's unclear if there were any long-term benefits to this approach
3955,1631,155,4,2017-08-17 13:32:37,"I dont feel comfortable to use multiple-based valuation method alone at all. for some countries and business might be lack of info or existed indicators are not relevant 
 Besides to get a fair value both proposed methods are not fully comprehensive, they count only cash flow factors, but there are others such as political, risk, etc. Wich i think should be taken into account for share value estimate"
118,114,98,4,2016-10-28 20:29:16,"There is a moral hazard issue here 
 The germ of the next crisis could be germinating since banks do not pay for their mistakes 
 However, considering the Japan case and its consequences, by failing to take a similar decision, the decision is correct and it is expected that other tools are used to mitigate moral hazard"
5267,3167,531,4,2016-02-29 01:33:31,"Hi Winifred, your steps are all correct, but you haven't round the number to nearest integer as the question required"
5191,3136,354,4,2017-10-09 08:56:20,A 10% allocation of the overall portfolio into gold should be reasonable both for the purpose of asset diversification and risk mitigation
203,60,142,4,2017-07-21 02:42:15,"Hello 
 Just a quick question: for how long can do i have the access to my learning materials (lecture slides, videos, quizzes)"
4082,2712,109,4,2017-05-01 07:00:01,"The assumption in using ratios is that the companies are comparable 
 There are a lot of examples that companies in a cohort have not developed as the other members in the cohort 
 As today's valuations of companies, which do promise in the future positive cash flows, sometimes very large future positive cash flows, a today negative earning is to the investor community not much a concern 
 The community expects something valuable in the future and wants to participate on that"
2399,1846,37,4,2018-01-13 04:49:15,"Both 
 I suspect that the situation would have been a lot worse without the TARP bailout and Quantitative Easing 
 On the other hand, I think that they have increased the moral hazard by bailing out the banks and financial institutions 
 Ultimately, I think the next financial disaster will be a lot worse because of these actions"
2410,1527,294,4,2016-08-29 16:48:30,"When we use ratios observed on the market, we make an assumption that the market correctly values the stock prices of the compared set of companies 
 However, the companies considered may be undervalued or overvalued (the dot com bubble)    PE valuation methodology cannot be used to value companies whose earnings are negative 
 - companies may have short- term / temporary problems resulting in negative earnings that do not reflect the potential of their business to evolve in the future 
 - new projects/ companies are likely to generate negative earnings initially but represent a huge potential in the future"
7423,255,18,0,2016-02-19 02:54:51,"Some reasons I thought of: 1)There may not be comparable companies 
 2) If earnings is close to zero, the formula doesn't work, mathematically 
 3) The earnings reports may not be up to date when you decide to invest"
5304,272,910,4,2016-06-08 16:45:18,"Hi Alex, Welcome to the Investment Management specialization 
 You've made a great decision by moving into this field 
 I'm sure this course will help you immensely to achieve your career goals 
 Wish you all the best"
555,516,293,4,2016-02-09 21:11:25,"Hello Harsh 
 This is Saurin here 
 I havee also signed up for the course 
 I would like to add you on my LinkedIn network 
 My LinkedIn Id:    I am looking forward for your invitation 
 That will help both of us in future Thank you"
4245,1929,37,4,2018-01-16 03:29:21,I think that trouble assets in future can be limited by the Central Banks to prevent future bailouts
6725,3643,1017,4,2017-07-21 02:16:56,"My Name is Dennis Mojica and I am a computer technician 
 I am taking this class to be able to understand and manage my business 
 This is my first MOOC and I look forward to learning more"
4657,2947,15,4,2016-03-28 16:39:51,It is important to see the trend for the specific segment the company operates
927,830,326,4,2018-09-02 16:07:06,"The assumption is, that the other companies we use for the multiples, are correctly valued by the market 
 In historic periods like crashes (financial crisis) and bubbles (dotcom bubble) most companies might be incorrectly valued for a long period of time 
 Furthermore there are never two companies which are exactly the same, so multiples are also just rough approximations to the values"
3488,1456,447,4,2017-06-03 10:32:41,"I believe that the US Government (and others around the World) bailout of  its financial sector plagued by troubled non-performing assets was simply necessary, because without a healthy financial sector, economic growth is impossible 
 However, the concern that this bailout somehow incentivises banks to be careless in their investment activity and risk management is not without merit 
 One way of addressing this concern is legislation mandating a certain percentage of bank profits towards a fund that can be used to repay the taxpayer and for future bailouts 
 That is bailouts are not handouts to the financial sector but loans meant to be re payed when the crisis is averted"
2421,1859,224,4,2018-04-29 15:43:13,"What could that assumption be 
 That the earnings declared by the company are correct/properly evaluated 
 Were there instances in history where you would not have felt comfortable using multiple-based valuation methods to value companies 
 N.A 
 However, MBVM should be used in the framework of the same industry to compare organisation with similar growth/capital structure ect.   What about companies that just reported a loss (i.e 
 Negative earnings) 
  N.A"
7096,380,47,3,2016-08-02 12:33:15,"Thank you for the answer 
 It's exactly what I was looking for. Best regards.\n"
120,26,100,4,2016-05-21 23:50:35,"It was difficult to understand - how to calculate return/risk ratio 
 In the future could you provide example - how to calculate this 
 I used the link  , but in definition they explain in terms losses, stop-losses 
 And in this course this definition it's wrong"
5402,565,149,4,2016-06-21 01:27:02,"In my opinion, the actions of the US govt 
 (and may others around the world) is a double-edged sword 
 What they have demonstrated is that the action to purchase the 'troubled assets' from financial institutions have helped the economy avert a protracted downturn 
 To prevent this action (purchase of troubled assets) from being construed as 'incentivizing' banks to be careless in their future activities and propagating reckless behaviour, the govts 
 Must place conditions upon the banks to be restructured over a period of time to correct the situation and at the same time develop an exit strategy for their (govts.) 'troubled assets' holding"
8406,3997,153,2,2016-03-11 13:21:53,I would invest relatively a small of of the portfolio in Gold
7562,3818,743,0,2017-02-22 12:54:12,"Video: what is the real value of money 
 At 08:30, CHF/EUR rate is written 
 To me, this should be EUR/CHF to match with the graph 
 In FX markets conventions, CHF/EUR means quantity of EUR for 1 CHF. And EUR/CHF means quantity of CHF for 1 EUR. The ""/"" does not mean ""per"" or ""divided by"" 
  Can anymone confirm  
  Thanks"
3350,2323,168,4,2017-06-09 21:34:36,"I would rather have a small portion of my portfolio in gold 
 Majorly to rebate the volatility of whatever percentage I have in stocks"
6137,3466,776,4,2018-05-07 07:41:55,"I would rather hold an smaller part of my portfolio invested in gold as an insurance, but ramp it up slowly as the dollar for example looses value 
 That would partially compensate for the effect of being late in a balck swan event or other, when the price of gold has already gone up significantly 
 So using the dollar as a “fever curve” to adjust to potentially higher risks would be adequate to build a better hedging position over time"
4779,212,34,4,2016-03-11 18:01:49,"To maintain political advantage and a degree of stability, the parties that constitute the US government,  and/or others around the world, have little recourse other than to use the banking system to manufacture the growth figures, that are now not possible because of a lack of growth in new lines of productive activity 
 Like in Ireland and Greece, the electorate will not respond to an appeal to reason, unless the economic crisis makes any other route -- a Russian 1917 style revolution excepted -- impossible 
 The sudden shock of a Great Depression has been avoided 
 But that has been replaced by the slow-motion train wreck of great recession, that will take until at least 2023 to clear 
 As per von Mises and Rothbard, this liaison with the banks is a deal with the devil, but that relationship is slowly being unwound 
 Even so, the UK government, with some politicians hell bent on a BREXIT,  is as wildly over exposed to the City of London, as the Scots would have been, if they had relied on the high price of oil, to float an independent Scotland"
7102,505,788,3,2016-02-20 15:37:39,"Adesh you're killing it my friend lol thank you again 
 Robert I think we have a lot to understand ahah"
349,29,217,4,2017-09-22 07:00:09,"Hi Vicente, Thanks for a very good question 
 Since you are familiar with accounting, one way to look at it might be that you could value a company in a way that is similar to looking at its balance sheet 
 Perhaps the method taught in this course is similar to looking at an income statement 
 I agree though that it doesn't seem to take into account the present assets the company has, nor liabilities"
322,306,24,4,2016-04-14 07:10:22,I believe the US government's bailout of its financial sector was necessary
3123,2253,171,4,2016-08-01 17:58:29,"The amount of gold that should be held in a portfolio is dependent on how old the investor is and also what equity and bond markets they are invested in 
 Obviously, the younger the investor, the more risk that should be taken on, which means less gold and more high returning high risk investments 
 An older investor probably should have a significant amount of gold in their portfolio 
 An investor living in a high risk area should have a larger amount of gold in their portfolio"
7122,3731,1066,3,2016-07-16 00:31:38,Thanks a lot for this additional information
546,508,82,4,2016-09-29 12:39:59,"The architects of the crash were the same people to put the bailout packages together 
 According to Noam Chomskey, financial institutions are already factoring future bailouts into their risk models, effectively justifying further reckless lending 
 The public must not pick up the tab for this"
4018,2681,310,4,2016-11-17 13:59:28,"I would like to hold 30%~40% assets in Gold in order to maintain the liquidity of cash and other asset(stock, bonds) 
  Also, when there was black swan happened, it would be still flexible to find out some other hedge fund to protect the investment"
1416,1199,159,4,2017-09-20 06:25:01,There were no such instances
5139,3120,41,4,2017-05-25 06:50:58,"In 2008, it seems that the bailout was necessary 
 In Belgium for example, the government intervene heavily for the main banks in the country 
 For one or two small banks, the government did not intervene and the customers are struggling getting their savings back 
 Intervention of the State gives a wrong incentive to banks but sometime it is the only option 
 The government should work to prevent this type of situations"
5508,80,174,4,2017-06-03 12:30:07,"As it was stated in the beginning gold can serve as a hedge against extreme events 
 I personally wouldn't consider gold as a tool to yield something out of it 
 Mainly it can be considered as a saving account 
 With that said I would diversify my portfolio in a way that gold would take small part but enough for me to overcome the outcomes of an unlikely extreme event as an individual 
 In general it all depends on the investor's strategy 
 Bigger returns come with bigger risks and vice versa 
 If investor wants to play safe then the portion of gold in his portfolio will be bigger comparing to the one who bears risk"
7150,3738,1098,3,2017-07-21 02:42:07,"Hi, does anyone have the answer to question 5 in the quiz - would like to see where I went wrong  
   Thanks  A-M"
2780,2060,134,4,2016-02-29 17:32:48,"We assume that price and earnings used in calculating P/E ratios are positive 
 Negative P/E ratios are commonly considered to be invalid or not applicable"
3255,2317,661,4,2018-08-28 07:39:33,"Then there could be multiple of sales/revenue , multiple of users ( like in the acquisition of youtube"
7338,3728,353,3,2018-03-06 16:01:59,Thanks Jaruboot
3027,1798,44,4,2016-04-17 17:50:13,"When we choose comparable firms, we have to look for firms in a similar stage of development ( expected grow rates) and with a similar financila structure"
6803,981,344,4,2017-06-24 12:44:15,"That question brings the paramount of today's financial politics into reflexion, and I am happy to offer a tentative answer to it 
 First of all, the U.S 
 Government did not simply ""waste"" public's money with the bailouts 
 TARP program ended in a net profit for the U.S 
 Government, regrouping $441 billions out of $426 invested in a 6-years timespan 
 So the public's purse did not waste a single cent with this action, inflation accounted for. Secondly, this bailout was organised for systematically important banks only, and without so, the economy as a whole would have been put in great danger 
 Bailouts were not organised for poorly managed banks, but only those deemed at risk for the economy as a whole 
 These two points are very important to recall, because they just speak for themselves 
 It was a cost-efficient solution to respond to a highly risky situation 
 Believing that the ethical implications can outweigh the excellent solution, technically speaking, that the U.S 
 Government brought at that very time, does not seem reasonable to me 
 If it had to be done again, it surely should be the case 
 Now, picking up this side of the debate does not mean that the ethical implications should be completely offset 
 It is critical in my opinion to combine this view with a stricter approach on two dimensions 
 First, the U.S 
 Government should make sure to use the profits from TARP, minus inflation, to provide extra resources to forensic and investigative departments analysing the historical wrongdoers (in additional to their regular budget, as a sort of ""bonus"" cashflow) 
  Secondly, the implication of some key executive individuals at the systematically important institutions, is so sensitive to the wider economy and the society at large, that they should be subject to the same level of personal responsibility that judiciary, military or governmental personnel may have 
 That includes, to speak bluntly, criminal responsibility in some cases 
 As such, I strongly believe that the best answer to the current debate around public bailouts is to keep being supportive of them, to avoid at any cost a bigger crisis, while at the same time strengthening both investigative and retaliatory options against wrongdoers 
 Attempting to bear the cost on other (innocent) investors, or the public at large, does not seem to be the most ethical solution a society could wish for"
8605,1763,252,2,2018-01-14 00:45:34,Relatively small part
4462,1153,502,4,2017-08-13 03:37:58,Nope
8291,3919,76,0,2018-11-12 19:32:31,10% is too high a number dont you think
3633,80,229,4,2017-06-11 19:20:42,"In fact it was both necessary and worrying 
 At that point in time there were simply no choice for US government not to proceed with bailout 
 Or at least that's what everyone wanted us to believe 
 In th end of the day taxpayers' money was used to solve the issue that investment banks created 
 Bailout is the right tool only in case there is no other option 
 To be sure about that we need to carefully examine each situation and have regulation tools in place in order to monitor banks and their activities 
 Without doing so there is no doubt that banks will continue their careless strategies that rely on bailout if something go wrong"
8499,2477,402,2,2017-08-03 16:53:05,"I would rather hold a small part of the portfolio in gold, about 10%"
5506,3250,307,4,2016-11-03 14:01:39,"Multiples-based valuation focus on past and misses future perspective 
 For example, a company is highly efficient and has higher sustainable growth rate should have a high PE ratio, while a bad business with even low PE could go bust and prove to be a mistake to invest it 
 On the other side, it is not easy to pick similar comparable companies 
 Last, those multiple valuation doesn't make sense when it becomes negative, e.g 
 In turn-around case, negavtive PE could be a very good investment opportunity"
2905,457,112,4,2016-09-19 13:04:27,"In using P/E ratio- the assumption could be that the markets are rational in estimating the price of the company 
 Also the earnings reported by the company is devoid of any errors"
4588,2918,192,4,2016-08-26 11:32:08,"Both, i think it was necessary but has a trouble side affect and when lenders were issuing  loans to people that they knew couldn't afford them i don't see why that wasn't considered fraud"
3973,538,25,4,2016-04-28 07:20:54,"To use a ratio such as P/E to value shares, the companies being compared need to be in a relatively mature earnings phase 
 Current P/E ratios are not applicable if a company is expecting a large increase or decrease in future earnings (i.e 
 A gold miner is about to open or close a mine)"
1726,1428,30,4,2016-10-08 14:38:17,"TARP was necessary to prevent a meltdown of the global financial system, and should have been a strong learning point for governments around the world to revise financial regulation 
 Whether the latter happened to a sufficient degree is yet to be seen"
6692,136,30,4,2016-10-15 00:14:46,"I think it was a wrong idea, if there hasn't been a bailout to banks, the opportunity of new financial forms will rice and things will change not giving them the confidence that the government always go to their rescue"
3937,1447,99,4,2016-08-22 16:44:03,"I think central bank need to valuate the company  before bailout 
 Some companies are worthless to survive and it is necessary for them to be eliminated in all situations 
 The financial crisis just accelerate their life to bankruptcy 
 However, for some companies having vital function, it is necessary to bail out because they might face to the liquidity problem due to the crisis chain reaction 
 Their existence can help to rebound the economy and provide more employment on a long run. I think the bank should do the credit valuation and have record in details for borrowing the money to individuals and private firms 
 The best way to avoid financial crisis is to put the money in the most efficient area and then eliminate the zombie companies"
8135,719,16,0,2018-03-10 15:32:30,"Maybe 10% for peace of mind, but that can be a reflection of the relative stability in the markets at the moment"
5044,1110,161,4,2017-12-07 16:32:51,"I guess that the US government's bailout of its financial sector was necessary 
 There can be potential bad consequences of this bailout in term of bad incentives for banks if new rules and new regulations are not implemented 
 Hardly any bad behaviors and decisions from big financial institutions have been sanctioned 
 If the rules remain unchanged, the changes that to see the same scenario happen again is quite high"
6188,1840,415,4,2016-09-09 09:52:21,"I don't think that holding a large part of portfolio in gold is beneficial for investor and at the same time small part of portfolio won't drastically hedge investors positions in ""black swan' situations 
 Moreover, when the black swan event has happened it's usually too late to save your assets from fast and significant depreciation 
 So it's better to search or create other hedging tools other than gold 
 Thus I think large share of gold leads to lots of lost investment opportunities and little won't change the result 
 I think it's better to buy cheap and falling assets with strong fundamental characteristics and evident opportunity for appreciation and coming back to it's fair value in the future"
1012,293,22,4,2016-02-26 16:44:38,"I would  recommend to invest a little portion of the portfolio because we have other alternatives as for example bonds linked to inflation, ETF with short positions and gold market sometimes suffers the intervention of goverments"
